"Mme CatherineVautrin"," Seul le rapporteur a la parole.","7","yes","mercredi 13 juillet 2011","Première Première"
"M. Jean-Luc Warsmann,"," En effet, la IV Toutefois le fruit de cette remise en ordre s’est perdu au fil du temps, au point que, depuis les années quatre-vingts, nos lois de finances ont été constamment votées puis exécutées en déficit, ce qui nous a conduits à la situation actuelle. Il est urgent de s’attaquer à ce problème. Mes chers collègues, votre commission des lois a eu, à plusieurs reprises au cours de cette législature, l’occasion de vous le dire avec force. Je peux notamment citer l’adoption, en novembre 2009, d’un rapport parlementaire intitulé Finances publiques : la France au pied du mur. Je rappelle également que votre commission des lois a unanimement appelé l’Assemblée – en vain, hélas ! – à ne pas adopter le programme d’endettement en matière de dette sociale.","127","no","mercredi 13 juillet 2011","Première Première"
"M. Henri Emmanuelli."," Il est bon de le rappeler&nbsp;!","7","no","mercredi 13 juillet 2011","Première Première"
"M. Alain Vidalies."," Oui&nbsp;: 130&nbsp;milliards d&#x2019;euros&nbsp;!","4","no","mercredi 13 juillet 2011","Première Première"
"M. Jean-Luc Warsmann,"," Aujourd&#x2019;hui, bien évidemment, votre commission des lois vous appelle à voter cette révision constitutionnelle. Elle contient d’abord l’adoption des modalités françaises du « semestre européen ». Nous l’avions votée conforme à l’issue de la première lecture ; le Sénat nous a suivis. Cette affaire est donc réglée et le texte qui vous est présenté est, sur ce point, de très bonne qualité. Il s’agit ensuite du cœur même du dispositif que nous a proposé le Gouvernement : l’instauration de lois-cadres d’équilibre des finances publiques. Sur ce second point, le texte initial a été très fortement enrichi au fil des débats, notamment grâce à notre assemblée, à sa commission des finances et à sa commission des lois. Que prévoit la version qui nous est aujourd’hui soumise ? Notre Parlement devra voter des lois-cadres d’une durée minimale de trois ans. Surtout, ces lois-cadres devront contenir deux éléments : un plafond maximal de dépenses de l’État et de la sécurité sociale, d’une part, un minimum de recettes qu’il faudra respecter chaque année, de l’autre. En d’autres termes, nous voterons un cadre dans lequel les lois de finances et de financement de la sécurité sociale devront s’intégrer. Nous avions souhaité en deuxième lecture conserver une fongibilité et le Sénat nous a suivis sur ce point. Ainsi, si, en exécution, un gouvernement constate davantage de recettes qu’il n’était prévu, il pourra dépasser, dans la stricte limite de cet excédent, le maximum de dépenses. Les lois-cadres imposeront donc en quelque sorte un tunnel circonscrivant les dépenses et recettes de l’État et de la sécurité sociale, ce qui nous permettra de réduire nos déficits. Vient ensuite une disposition dont les auditions auxquelles nous avons procédé nous ont montré le caractère fondamental. Nombre de spécialistes nous l’ont dit : on peut bien voter le dispositif le plus vertueux du monde, celui-ci n’aura aucun effet sans un mécanisme permettant de résorber les écarts lors de l’exécution. En effet il ne suffit pas de fixer un cadre et d’obliger les lois de finances et de financement de la sécurité sociale à le respecter ; encore faut-il qu’un dispositif nous prémunisse contre le risque qu’il ne soit pas respecté en exécution. Que se passera-t-il donc si, lors de l’exécution de la loi de finances, les recettes sont inférieures au minimum fixé par la loi-cadre ou les dépenses supérieures au maximum ? À cet égard, mes chers collègues, nous avons adopté, suivis par le Sénat, un dispositif obligeant à financer ces écarts. Soyons clairs : dans le projet initial du Gouvernement, si l’on avait constaté un dérapage de 5 milliards d’euros en exécution, rien ne se serait passé. On aurait généré un supplément de 5 milliards d’euros de déficit qui aurait été transféré à la dette, et on serait passé à la loi de finances suivante ! Le texte qui vous est proposé comporte en revanche un mécanisme de récupération des écarts : si, lors d’une loi de règlement, on constate un dérapage par rapport aux limites fixées par la loi-cadre, le gouvernement du moment devra proposer des mesures d’économie ou des recettes supplémentaires afin de compenser les écarts de l’année précédente.","506","no","mercredi 13 juillet 2011","Première Première"
"M. Henri Emmanuelli."," Ce sera comme pour la CADES&nbsp;!","7","no","mercredi 13 juillet 2011","Première Première"
"M. Alain Vidalies."," Oui, il suffira de changer la Constitution ou la loi organique&nbsp;!","12","no","mercredi 13 juillet 2011","Première Première"
"M. Jean-Luc Warsmann,"," Troisièmement, nous avons prévu un contrôle obligatoire du Conseil constitutionnel, sans lequel les meilleurs principes du monde restent sans effet. Il s&#x2019;agit d&#x2019;un autre progrès important qui concerne la loi-cadre. Le « monopole juridique » a fait l’objet d’un débat : fallait-il réserver les dispositions relatives à la fiscalité, aux recettes de l’État et de la sécurité sociale, aux lois de finances et de financement de la sécurité sociale ? Ainsi que je l’avais souligné en présentant mon rapport à la commission des lois, depuis dix ans, 85 % des mesures budgétaires de ce type, qui, du reste, ont très souvent réduit les recettes de l’État et de la sécurité sociale, ont été contenues dans les lois de finances ou dans les lois de financement de la sécurité sociale. Il est donc faux de prétendre que l’on aurait ouvert dans les lois ordinaires, au cours des dernières années ou des dernières décennies, un boulevard aux mesures laxistes en matière de finances publiques. Il vous est proposé de ne pas voter l’institution d’un monopole juridique. Au Gouvernement d’inscrire ses engagements dans le cadre de la loi de finances ou de la loi de financement de la sécurité sociale, mais il ne vous est pas proposé de limiter, dans la Constitution, le droit d’initiative parlementaire en la matière. Au monopole juridique, nous avons préféré un monopole financier. Supposons que, telle année, le Parlement inscrive, dans une loi sur le logement, une dépense fiscale qui se révèle tellement intéressante qu’elle entraîne finalement une perte de un ou deux milliards de recettes pour l’État. Lorsque, en fin d’année, le Parlement votera la loi de finances de l’année suivante, le Conseil constitutionnel vérifiera qu’y figure bien le coût réel de un ou deux milliards et pas seulement le coût annoncé. À ce premier contrôle s’ajoute celui qui s’exercera lors du vote de la loi de règlement quelques mois plus tard : si l’argent qui a manqué du fait du vote d’une telle disposition dans une loi ordinaire fait passer le budget en dessous du minimum de recettes, le Conseil constitutionnel demandera au législateur financier de mettre en place immédiatement des mesures pour compenser le manque à gagner, soit en votant de nouvelles recettes, soit en annulant des dépenses. Nous avons ainsi mis en place un système qui fait honneur à notre pays (Rires et exclamations sur les bancs du groupe SRC) …","392","no","mercredi 13 juillet 2011","Première Première"
"M. Henri Emmanuelli."," C&#x2019;est formidable&nbsp;!","3","no","mercredi 13 juillet 2011","Première Première"
"M. Marc Goua."," Il suffisait d&#x2019;y penser&nbsp;!","5","no","mercredi 13 juillet 2011","Première Première"
"M. Jean-Luc Warsmann,",". &#x2026;et qui est largement au niveau de ce que font d&#x2019;autres pays développés. Chers collègues, ce texte est respectueux de la démocratie.","23","no","mercredi 13 juillet 2011","Première Première"
"Mme Martine Billard."," Ah bon&nbsp;?","3","no","mercredi 13 juillet 2011","Première Première"
"M. Jean-Luc Warsmann,",". Il est respectueux de la démocratie, car c&#x2019;est bien chaque majorité que nos concitoyens éliront qui votera elle-même la loi-cadre, un niveau minimum de recettes et un niveau maximum de dépenses. Cette majorité ne sera pas contrainte&nbsp;: on peut très bien avoir le même niveau de déficit en choisissant d&#x2019;augmenter ou de diminuer les impôts de 10&nbsp;%. Cela relèvera de la décision politique. En revanche, l’intérêt général de notre pays est de limiter les déficits. C’est ce que la loi-cadre assure de façon efficace, quelle que soit la majorité. Il faut que chacun comprenne la gravité de la situation financière de notre pays.","104","no","mercredi 13 juillet 2011","Première Première"
"Mme Martine Billard."," Justement&nbsp;!","2","no","mercredi 13 juillet 2011","Première Première"
"M. Jean-Luc Warsmann,",". Elle impose de mettre en place une nouvelle manière, plus vertueuse, de gérer nos finances publiques, dans un cadre pluriannuel.  La commission des lois vous engage à le faire en votant ce texte. Les deux assemblées auront ainsi donné leur accord. Ce sera alors au Président de la République qu’il reviendra, en vertu des prérogatives que lui donne la Constitution, de convoquer le congrès.","66","no","mercredi 13 juillet 2011","Première Première"
"M. Marc Goua."," Chiche&nbsp;!","2","no","mercredi 13 juillet 2011","Première Première"
"M. Jean-Luc Warsmann,",". Chacun aura alors à prendre ses responsabilités sur la gestion de nos finances publiques. ","16","no","mercredi 13 juillet 2011","Première Première"
"M. Henri Emmanuelli."," C&#x2019;est de la gesticulation financière&nbsp;!  Discussion générale","9","no","mercredi 13 juillet 2011","Première Première"
"Mme CatherineVautrin","Dans la discussion générale, la parole est à Mme&nbsp;Marie-Christine Dalloz.","10","yes","mercredi 13 juillet 2011","Première Première"
"Mme Marie-Christine Dalloz."," Madame la présidente, monsieur le garde des sceaux, monsieur le président de la commission des lois, chers collègues, depuis trente ans le déficit de notre pays n&#x2019;a jamais été inférieur à 1,5&nbsp;% de la richesse produite et aucun budget de l&#x2019;État n&#x2019;a été voté en équilibre. La crise a aggravé fortement la situation, sans aucun doute. Pour autant, cela ne fait pas trente ans que nous traversons une crise de cette ampleur. Tous les gouvernements ont cédé à la facilité budgétaire, en invoquant telle ou telle circonstance exceptionnelle. Nous devons rompre avec cette habitude et prendre nos responsabilités afin d&#x2019;assainir durablement les finances publiques. La volonté politique n’a pas réussi à limiter les déficits, même dans les périodes plus favorables où la croissance nous aurait permis de le faire. Notre première responsabilité, aujourd’hui, est de penser aux générations futures et de limiter la charge qui leur est transférée. Inscrire une règle d’équilibre des finances publiques dans notre Constitution est nécessaire et relève du bon sens pour l’avenir, car c’est bien de l’avenir qu’il est question avec ce texte. Le projet de loi constitutionnelle proposait au départ d’inscrire dans la Constitution trois séries de dispositions visant à réformer la gouvernance de nos finances publiques : la création d’un instrument juridique nouveau, les « lois-cadres d’équilibre des finances publiques », qui auront pour objectif d’assurer l’équilibre des comptes des administrations publiques ; le monopole des lois de finances et de financement de la sécurité sociale en matière de prélèvements obligatoires ; enfin le principe de transmission systématique des projets de programmes de stabilité au Parlement. Ces dispositions reflètent notamment les travaux du groupe de travail présidé par Michel Camdessus, auxquels ont participé les socialistes, et s’inspirent de ce qui existe dans d’autres pays, comme l’Allemagne. Je me félicite de l’accord des deux assemblées sur le cœur de la réforme, chacune d’entre elle ayant précisé le texte, qui semblait au départ assez général et peu contraignant. Les députés, puis les sénateurs, ont précisé les conditions d’adoption des lois-cadres d’équilibre des finances publiques, celles de leur modification éventuelle, et l’obligation de rattraper les écarts constatés dans l’exécution des lois de finances et de financement de la sécurité sociale. Ces dispositions permettront de voter une date de retour à l’équilibre des finances publiques et de définir, en cohérence, l’effort à réaliser sur une période fixe d’au moins trois ans. L’institution des lois-cadres est une mesure extrêmement positive, puisque, ainsi, un certain nombre de dispositions s’imposeront aux lois de finances et lois de financement de la sécurité sociale, et le Conseil constitutionnel pourra sanctionner une loi de finances qui ne respecterait pas la trajectoire définie. Le principe d’une transmission systématique au Parlement des programmes de stabilité, avant qu’ils soient adressés à la Commission européenne dans le cadre du pacte de stabilité et de croissance, figurera dans la Constitution. On ne peut que se féliciter du consensus qui s’est dégagé très tôt entre l’Assemblée nationale et le Sénat non seulement sur ce point, mais également sur le principe d’un débat puis d’un vote sur ce programme de stabilité en commission et, éventuellement, en séance publique. Reste la question du monopole des lois de finances en ce qui concerne la fiscalité et des lois de financement de la sécurité sociale pour les recettes de la sécurité sociale. Instituer un tel monopole met en cause l’initiative parlementaire, ce qui a suscité de la part de l’Assemblée nationale, comme du Sénat, de vives réactions. Le Sénat a décidé de supprimer purement et simplement cette disposition lors de l’examen du texte en deuxième lecture. Cette position est compréhensible – notre commission des lois l’avait évoquée en première lecture – et elle ne vide pas de sa substance le projet de loi constitutionnelle. Je pense que nous devons aller dans le sens du Sénat et maintenir le texte en l’état, sans le monopole des lois de finances et de financement de la sécurité sociale, afin de laisser aux parlementaires un droit d’initiative, malgré l’inscription de l’équilibre budgétaire dans la Constitution. Enfin, il faut rappeler que ce monopole continue de s’appliquer au Gouvernement du fait de la circulaire du 4 juin 2010 relative à l’édiction de mesures fiscales et de mesures affectant les recettes de la sécurité sociale. Depuis vingt ans, nous suivions la même trajectoire budgétaire que l’Allemagne. Ce n’est plus le cas depuis la crise financière. L’Allemagne a pris ses responsabilités en inscrivant dans sa Loi fondamentale, qui comportait déjà une règle d’équilibre, l’interdiction de voter un budget avec un déficit structurel supérieur à 0,35 % du PIB à compter de 2016. C’est d’ailleurs un ministre des finances appartenant au SPD qui a défendu cette réforme devant le Parlement. Cette règle du « zéro déficit » tend désormais à s’imposer partout dans le monde, puisque le Fonds monétaire international dénombre quatre-vingt-dix États dotés de règles budgétaires contraignantes, alors qu’ils n’étaient que sept en 1990. Il est donc impératif que nous prenions également des dispositions similaires, en tenant compte des spécificités propres à notre pays. En résumé, ce texte inscrit dans la Constitution des pratiques plus vertueuses qui obligeront les gouvernements à dire à l’avance dans quels délais ils vont ramener les comptes publics à l’équilibre. Il assure un équilibre entre, d’une part, la contrainte que constitue la primauté des lois-cadres sur les lois de finances et de financement de la sécurité sociale par le biais d’un plancher de recettes et d’un plafond de dépenses et, d’autre part, la souplesse qu’offre la possibilité de réviser ces lois-cadres. Enfin, il renforce la crédibilité de notre pays en donnant un signal positif à nos partenaires étrangers. À l’heure de la crise des dettes souveraines, alors que la Grèce et l’Irlande sont dans une situation délicate, il est important que nous nous entendions sur ce qui me semble être l’intérêt supérieur de notre pays et que nous votions cette réforme indispensable. (Applaudissements sur les bancs du groupe UMP.)","975","no","mercredi 13 juillet 2011","Première Première"
"Mme CatherineVautrin"," La parole est à M.&nbsp;Henri Emmanuelli.","7","yes","mercredi 13 juillet 2011","Première Première"
"M. Henri Emmanuelli.","Monsieur le garde des sceaux, je m&#x2019;interroge&nbsp;: alors que, sur le plan financier, la situation est grave, très grave même, au lieu de concentrer ses efforts sur la recherche de solutions à ces difficultés immédiates, le Gouvernement se livre à une gesticulation financière.  Alain Vidalies, excellent député à un double titre – il est landais et il est de gauche –…","62","no","mercredi 13 juillet 2011","Première Première"
"M. Patrick Lemasle."," Et il est compétent&nbsp;!","5","no","mercredi 13 juillet 2011","Première Première"
"M. Henri Emmanuelli."," Absolument, il a le talent des élus landais.  Alain Vidalies, donc, rappelait hier que vous vous comportez en quelque sorte comme un joueur pathologique : à défaut de pouvoir s’arrêter de jouer, il se fait interdire dans les casinos. Pour ma part, je vous vois comme des pyromanes qui, pour éloigner la tentation, décident d’interdire le feu. Seulement, dans la réalité, les choses ne se passent pas ainsi. Revenons sur la dette publique, madame Dalloz. Alors qu’elle était de 900 milliards en 2002, elle sera de près de 1 800 milliards d’euros à la fin de ce quinquennat. À cet égard la Cour des comptes a donné des comptes précis. Si la crise a joué un rôle dans cette situation, le déficit structurel que vous pratiquez à grande échelle depuis 2002 va lourdement hypothéquer – pour reprendre l’expression que vous utilisez depuis quelques jours – le sort des générations futures, encore que celles-ci ne seront probablement pas aussi dociles que vous l’imaginez et prendront leurs responsabilités. Cela est déjà arrivé. Je n’insiste pas, en cette période, mais votre argument sur « le sacrifice des générations futures » est plutôt un alibi, bien faible d’ailleurs. Le groupe socialiste a participé au groupe de travail, c’est vrai. Cependant, si je comprends bien le garde des sceaux, il faudra que nous nous en gardions à l’avenir puisque, selon lui, cela vaudrait acquiescement de notre part.","228","no","mercredi 13 juillet 2011","Première Première"
"M. Michel Mercier,","Disons que cela peut aider&nbsp;!","5","no","mercredi 13 juillet 2011","Première Première"
"M. Henri Emmanuelli."," Sachez, évidemment, qu&#x2019;il n&#x2019;en est rien.  Quant à M. Camdessus, permettez-moi de préciser que nous le connaissons depuis trente ans. Dans les années quatre-vingt, il était gouverneur de la Banque de France. Nous connaissons donc sa philosophie et ses orientations. Que l’on cesse de nous présenter les experts comme des êtres désincarnés parlant de l’on ne sait où dans les nuages et survolant le pauvre genre humain. Il y a des limites à tout ! Nous ne croyons pas du tout à votre méthode consistant à imposer des règles définitives. Il s’agit même, selon nous, d’une atteinte à la démocratie. Monsieur Warsmann, vous nous expliquiez il y a un instant que le Conseil constitutionnel jugerait le budget in fine. Quand on sait comment sont désignés les membres du Conseil constitutionnel dans notre pays, même s’il applique un certain nombre de principes, on peut s’interroger…","144","no","mercredi 13 juillet 2011","Première Première"
"M. Patrick Lemasle."," C&#x2019;est un vrai problème&nbsp;!","5","no","mercredi 13 juillet 2011","Première Première"
"M. Henri Emmanuelli."," Je rappelle que, partout, les parlements sont nés du vote du budget. Vous voulez passer par-dessus les élus. Vous voulez que neuf membres du Conseil constitutionnel exercent une contrainte sur les assemblées&#x2026;","33","no","mercredi 13 juillet 2011","Première Première"
"M. Jean-Luc Warsmann,",". La contrainte consiste à respecter une loi-cadre votée précisément par le Parlement&nbsp;!","13","no","mercredi 13 juillet 2011","Première Première"
"M. Henri Emmanuelli."," &#x2026;alors même que la désignation des membres du Conseil est ce qu&#x2019;elle est aux termes de la Constitution. Monsieur Warsmann, vous avez de la démocratie une conception un peu particulière. La majorité nous en a déjà donné un exemple lorsque, après avoir défendu avec vigueur la loi relative au financement de la CADES afin de garantir que la dette sociale ne dépasserait pas 130 milliards d’euros, elle a voté l’année suivante une autre loi pour défaire ce qui venait d’être fait.","81","no","mercredi 13 juillet 2011","Première Première"
"M. Jean-Luc Warsmann,",". Je n&#x2019;ai pas voté ce texte&nbsp;!","7","no","mercredi 13 juillet 2011","Première Première"
"M. Alain Vidalies."," Monsieur Warsmann a été le seul courageux&nbsp;!","8","no","mercredi 13 juillet 2011","Première Première"
"M. Henri Emmanuelli."," Je reconnais que M.&nbsp;Warsmann était courageusement monté à la tribune pour dénoncer cette opération, mais on a bien vu quelle était l&#x2019;attitude de la majorité.","26","no","mercredi 13 juillet 2011","Première Première"
"M. Michel Sapin."," C&#x2019;est ainsi que Mme&nbsp;Montchamp est entrée au Gouvernement&nbsp;!","9","no","mercredi 13 juillet 2011","Première Première"
"M. Alain Vidalies."," À la place de M.&nbsp;Warsmann qui a bien du mérite&nbsp;! ","12","no","mercredi 13 juillet 2011","Première Première"
"M. Henri Emmanuelli."," Mes chers collègues, nous ne pouvons pas être plusieurs à parler en même temps&nbsp;!","15","no","mercredi 13 juillet 2011","Première Première"
"Mme CatherineVautrin"," Mes chers collègues, je vous invite à suivre les conseils de M.&nbsp;Emmanuelli&nbsp;! ","14","yes","mercredi 13 juillet 2011","Première Première"
"M. Henri Emmanuelli."," Nous ne sommes pas dupes&nbsp;: en fin de législature, confrontés à un déficit abyssal creusé par des gouvernements dirigés par la majorité &#x2013; en 2012, vous aurez exercé le pouvoir depuis dix ans &#x2013;, vous tentez une manipulation très politicienne. Vous êtes submergés par le déficit&nbsp;? Qu&#x2019;à cela ne tienne, le Président de la République a une idée&nbsp;: faire voter une loi interdisant le déficit. Le cas allemand a été évoqué. Dans ce pays, il existe bien une règle d’or mais, compte tenu des décisions prises par Mme Merkel et par les libéraux consistant à baisser à nouveau les impôts, tous les analystes s’accordent pour considérer que cette règle ne pourra pas être respectée. Comme nous l’avons fait nous-mêmes en matière de gestion de la dette sociale, les Allemands devront sans doute adopter une nouvelle loi pour revenir sur leur propre règle. Imaginer que les politiques menées demain et après-demain seront dictées par des lois organiques, est un acte de foi dans le pouvoir juridique qui honore sans doute le garde des sceaux, dont la fonction est de faire respecter la loi, mais qui ne correspond pas à la réalité humaine. Vous le savez très bien, monsieur Mercier. Ce matin, j’entendais des commentateurs avertis expliquer que, grâce à cette savante manœuvre, le Président de la République et le Premier ministre allaient mettre l’opposition dans un corner. Je ne sais pas pourquoi, ils emploient un mot anglais ; ils pourraient simplement parler de coin. C’est sans doute l’influence du football. Pour ma part, je me méfie des équipes à onze ; je préfère celles à quinze joueurs, si vous voyez ce que je veux dire. (Sourires.)","273","no","mercredi 13 juillet 2011","Première Première"
"M. Philippe Vigier."," Venant d&#x2019;un élu des Landes, c&#x2019;est bien normal&nbsp;!","9","no","mercredi 13 juillet 2011","Première Première"
